System,Orbit number,T_mid,Uncertainty (days),Time System,#,Reference
CoRoT-01,-1412,2454138.32761,0.00047,BJD,1,2009A&A...506..369B
CoRoT-01,-1411,2454139.83712,0.00059,BJD,1,2009A&A...506..369B
CoRoT-01,-1410,2454141.34485,0.00062,BJD,1,2009A&A...506..369B
CoRoT-01,-1409,2454142.85425,0.00039,BJD,1,2009A&A...506..369B
CoRoT-01,-1408,2454144.36411,0.00163,BJD,1,2009A&A...506..369B
CoRoT-01,-1407,2454145.87255,0.00042,BJD,1,2009A&A...506..369B
CoRoT-01,-1406,2454147.38076,0.00048,BJD,1,2009A&A...506..369B
CoRoT-01,-1405,2454148.88942,0.00038,BJD,1,2009A&A...506..369B
CoRoT-01,-1404,2454150.39899,0.00026,BJD,1,2009A&A...506..369B
CoRoT-01,-1403,2454151.90798,0.00045,BJD,1,2009A&A...506..369B
CoRoT-01,-1402,2454153.41661,0.00041,BJD,1,2009A&A...506..369B
CoRoT-01,-1401,2454154.92615,0.00035,BJD,1,2009A&A...506..369B
CoRoT-01,-1400,2454156.43527,0.00026,BJD,1,2009A&A...506..369B
CoRoT-01,-1399,2454157.94481,0.00073,BJD,1,2009A&A...506..369B
CoRoT-01,-1398,2454159.45331,0.0005,BJD,1,2009A&A...506..369B
CoRoT-01,-1397,2454160.96252,0.00029,BJD,1,2009A&A...506..369B
CoRoT-01,-1396,2454162.47066,0.00045,BJD,1,2009A&A...506..369B
CoRoT-01,-1395,2454163.97926,0.00044,BJD,1,2009A&A...506..369B
CoRoT-01,-1394,2454165.48852,0.00047,BJD,1,2009A&A...506..369B
CoRoT-01,-1393,2454166.99747,0.00054,BJD,1,2009A&A...506..369B
CoRoT-01,-1392,2454168.50619,0.00028,BJD,1,2009A&A...506..369B
CoRoT-01,-1391,2454170.01596,0.0002,BJD,1,2009A&A...506..369B
CoRoT-01,-1390,2454171.52372,0.00028,BJD,1,2009A&A...506..369B
CoRoT-01,-1389,2454173.03365,0.00026,BJD,1,2009A&A...506..369B
CoRoT-01,-1388,2454174.5424,0.00033,BJD,1,2009A&A...506..369B
CoRoT-01,-1387,2454176.05183,0.00026,BJD,1,2009A&A...506..369B
CoRoT-01,-1386,2454177.56026,0.00023,BJD,1,2009A&A...506..369B
CoRoT-01,-1385,2454179.06932,0.00029,BJD,1,2009A&A...506..369B
CoRoT-01,-1384,2454180.57844,0.00025,BJD,1,2009A&A...506..369B
CoRoT-01,-1382,2454183.59609,0.00024,BJD,1,2009A&A...506..369B
CoRoT-01,-1381,2454185.10512,0.00031,BJD,1,2009A&A...506..369B
CoRoT-01,-1380,2454186.61471,0.00031,BJD,1,2009A&A...506..369B
CoRoT-01,-1379,2454188.12338,0.0005,BJD,1,2009A&A...506..369B
CoRoT-01,-1378,2454189.63227,0.00038,BJD,1,2009A&A...506..369B
CoRoT-01,-1377,2454191.14143,0.00026,BJD,1,2009A&A...506..369B
CoRoT-01,-1156,2454524.62324,0.00013,BJD,>1,2009A&A...506..359G
CoRoT-01,-733,2455162.91621,0.00059,BJD_TDB,1,2012PASP..124..212S
CoRoT-01,0,2456268.9904,0.0013,BJD_TDB,1,10.1093/mnras/stw574
CoRoT-01,1458,2458469.06821,0.0012333,BJD_TDB,1,This work
CoRoT-01,1459,2458470.57717,0.0013167,BJD_TDB,1,This work
CoRoT-01,1460,2458472.08565,0.0014233,BJD_TDB,1,This work
CoRoT-01,1461,2458473.59354,0.0014722,BJD_TDB,1,This work
CoRoT-01,1462,2458475.10442,0.0014377,BJD_TDB,1,This work
CoRoT-01,1463,2458476.61084,0.0013014,BJD_TDB,1,This work
CoRoT-01,1465,2458479.63123,0.0019923,BJD_TDB,1,This work
CoRoT-01,1466,2458481.13813,0.0013734,BJD_TDB,1,This work
CoRoT-01,1467,2458482.64751,0.0014385,BJD_TDB,1,This work
CoRoT-01,1468,2458484.16026,0.001535,BJD_TDB,1,This work
CoRoT-01,1469,2458485.66746,0.0014853,BJD_TDB,1,This work
CoRoT-01,1470,2458487.17535,0.001727,BJD_TDB,1,This work
CoRoT-01,1471,2458488.68526,0.0014447,BJD_TDB,1,This work
CoRoT-01,1944,2459202.42349,0.001405,BJD_TDB,1,This work
CoRoT-01,1945,2459203.93381,0.0013578,BJD_TDB,1,This work
CoRoT-01,1946,2459205.44363,0.0010803,BJD_TDB,1,This work
CoRoT-01,1947,2459206.95508,0.0014073,BJD_TDB,1,This work
CoRoT-01,1948,2459208.46275,0.0011239,BJD_TDB,1,This work
CoRoT-01,1949,2459209.97053,0.0014639,BJD_TDB,1,This work
CoRoT-01,1950,2459211.48163,0.0013722,BJD_TDB,1,This work
CoRoT-01,1951,2459212.99149,0.0015417,BJD_TDB,1,This work
CoRoT-01,1953,2459216.00736,0.0010382,BJD_TDB,1,This work
CoRoT-01,1954,2459217.51579,0.0014488,BJD_TDB,1,This work
CoRoT-01,1955,2459219.02554,0.0012323,BJD_TDB,1,This work
CoRoT-01,1956,2459220.53278,0.0018204,BJD_TDB,1,This work
CoRoT-01,1957,2459222.04305,0.0013553,BJD_TDB,1,This work
CoRoT-01,1958,2459223.5508,0.0016507,BJD_TDB,1,This work
CoRoT-01,1959,2459225.06259,0.0013206,BJD_TDB,1,This work
CoRoT-01,1960,2459226.57034,0.0013817,BJD_TDB,1,This work
CoRoT-02,-1462,2453566.49875,0.003,BJD_TDB,1,2010AJ....139...53R
CoRoT-02,-1454,2453580.43075,0.004,BJD_TDB,1,2010AJ....139...53R
CoRoT-02,-1450,2453587.39975,0.003,BJD_TDB,1,2010AJ....139...53R
CoRoT-02,-1077,2454237.53562,0.00014,BJD,1,2008A&A...482L..21A
CoRoT-02,-1074,2454242.76078,0.00011,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1073,2454244.5034,0.00012,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1072,2454246.2457,0.00017,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1071,2454247.99219,0.00014,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1070,2454249.73254,0.00014,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1069,2454251.47335,0.00021,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1068,2454253.21837,0.00023,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1067,2454254.96042,0.00012,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1066,2454256.70519,0.00026,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1065,2454258.44858,0.00011,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1064,2454260.18952,0.00027,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1063,2454261.93337,0.00026,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1062,2454263.67646,0.00017,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1061,2454265.41984,0.00014,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1060,2454267.16253,9E-05,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1059,2454268.90709,0.00013,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1058,2454270.6485,0.00011,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1057,2454272.39294,0.00026,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1056,2454274.13477,0.00024,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1055,2454275.8768,0.00013,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1054,2454277.62026,0.00013,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1053,2454279.36433,0.00014,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1052,2454281.10724,0.00011,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1051,2454282.84761,0.00029,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1050,2454284.59202,9E-05,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1049,2454286.33735,0.00013,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1048,2454288.07885,0.00014,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1047,2454289.82068,0.00011,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1046,2454291.56352,0.00013,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1045,2454293.30815,0.00015,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1044,2454295.05028,0.00018,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1043,2454296.79301,0.00011,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1042,2454298.53576,0.00022,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1041,2454300.27971,0.00012,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1040,2454302.02457,0.00018,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1039,2454303.76449,0.00013,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1038,2454305.50828,0.00012,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1037,2454307.25132,0.00015,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1036,2454308.99347,0.00018,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1035,2454310.73782,9E-05,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1034,2454312.48144,0.00022,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1033,2454314.22164,0.00017,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1032,2454315.96863,0.00016,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1031,2454317.71169,0.00046,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1030,2454319.45281,0.00012,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1029,2454321.1971,0.00011,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1028,2454322.93831,0.00016,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1027,2454324.68345,9E-05,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1026,2454326.42365,9E-05,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1025,2454328.16625,0.00017,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1024,2454329.91234,0.00013,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1023,2454331.6552,0.00015,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1022,2454333.39919,0.00011,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1021,2454335.14262,0.00015,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1020,2454336.88366,0.00022,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1019,2454338.62821,0.00018,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1018,2454340.36909,0.00015,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1017,2454342.11329,0.00015,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1016,2454343.85699,0.00014,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1015,2454345.59885,0.00019,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1014,2454347.3428,0.00014,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1013,2454349.08411,0.0001,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1012,2454350.82856,0.00046,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1011,2454352.57275,0.00012,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1010,2454354.31539,0.00017,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1009,2454356.05584,0.00013,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1008,2454357.80031,0.00012,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1007,2454359.54126,0.00014,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1006,2454361.28642,0.00026,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1005,2454363.02918,9E-05,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1004,2454364.77426,0.00019,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1003,2454366.51494,0.00016,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1002,2454368.25733,0.00016,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1001,2454370.00118,0.00022,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-1000,2454371.74464,0.00028,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-999,2454373.48461,0.00014,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-998,2454375.23085,0.0002,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-997,2454376.97468,0.00013,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-996,2454378.7143,9E-05,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,-855,2454624.48063,0.0016,BJD_TDB,1,2010AJ....139...53R
CoRoT-02,-855,2454624.48206,0.00124,BJD_TDB,1,2019MNRAS.486.2290O; 2015MNRAS.450.3101B
CoRoT-02,-855,2454624.48383,0.0011,BJD_TDB,1,2010AJ....139...53R
CoRoT-02,-825,2454676.75843,0.001,BJD_TDB,1,2010AJ....139...53R
CoRoT-02,-825,2454676.76193,0.0008,BJD_TDB,1,2010AJ....139...53R
CoRoT-02,-824,2454678.50233,0.0012,BJD_TDB,1,2010AJ....139...53R
CoRoT-02,-821,2454683.74103,0.0014,BJD_TDB,1,2010AJ....139...53R
CoRoT-02,-820,2454685.48503,0.0007,BJD_TDB,1,2010AJ....139...53R
CoRoT-02,-820,2454685.48601,0.0006,BJD_TDB,1,2019MNRAS.486.2290O; 2015MNRAS.450.3101B
CoRoT-02,-816,2454692.46023,0.0015,BJD_TDB,1,2010AJ....139...53R
CoRoT-02,-813,2454697.69203,0.0015,BJD_TDB,1,2010AJ....139...53R
CoRoT-02,-810,2454702.91713,0.0015,BJD_TDB,1,2010AJ....139...53R
CoRoT-02,-808,2454706.40483,0.003,BJD_TDB,1,2010AJ….139…53R; 2009CoSka..39...34V
CoRoT-02,-801,2454718.60372,0.00065,BJD_TDB,1,2019MNRAS.486.2290O; 2015MNRAS.450.3101B
CoRoT-02,-653,2454976.5671,0.0003,BJD_TDB,1,2019MNRAS.486.2290O; 2015MNRAS.450.3101B
CoRoT-02,-650,2454981.79645,0.00097,BJD_TDB,1,2019MNRAS.486.2290O; 2015MNRAS.450.3101B
CoRoT-02,-606,2455058.48706,0.0006,BJD_TDB,1,2019MNRAS.486.2290O; 2015MNRAS.450.3101B
CoRoT-02,-602,2455065.45806,0.00104,BJD_TDB,1,2019MNRAS.486.2290O; 2015MNRAS.450.3101B
CoRoT-02,-595,2455077.65951,0.00081,BJD_TDB,1,2019MNRAS.486.2290O; 2015MNRAS.450.3101B
CoRoT-02,-409,2455401.85703,0.0005,BJD_TDB,1,2019MNRAS.486.2290O; 2015MNRAS.450.3101B
CoRoT-02,0,2456114.74415,0.00046,BJD_TDB,1,2019MNRAS.486.2290O; 2015MNRAS.450.3101B
CoRoT-02,9,2456130.43099,0.00038,BJD_TDB,1,2019MNRAS.486.2290O; 2015MNRAS.450.3101B
CoRoT-02,13,2456137.40384,0.0006,BJD_TDB,1,2019MNRAS.486.2290O; 2015MNRAS.450.3101B
CoRoT-02,56,2456212.35259,0.00154,BJD_TDB,1,2019MNRAS.486.2290O; 2015MNRAS.450.3101B
CoRoT-02,215,2456489.48701,0.00086,BJD_TDB,1,2019MNRAS.486.2290O; 2015MNRAS.450.3101B
CoRoT-02,230,2456515.63267,0.00072,BJD_TDB,1,2019MNRAS.486.2290O; 2015MNRAS.450.3101B
CoRoT-02,253,2456555.72097,0.00066,BJD_TDB,1,2019MNRAS.486.2290O; 2015MNRAS.450.3101B
CoRoT-02,416,2456839.82929,0.00085,BJD_TDB,1,2019MNRAS.486.2290O; 2015MNRAS.450.3101B
CoRoT-02,420,2456846.80238,0.00045,BJD_TDB,1,2019MNRAS.486.2290O; 2015MNRAS.450.3101B
CoRoT-02,877,2457643.3528,0.0003,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,1040,2457927.4596,0.0004,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,1048,2457941.4051,0.0008,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,1056,2457955.3477,0.0004,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,1087,2458009.3792,0.0005,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-02,1099,2458030.3008,0.0007,BJD_TDB,1,2019MNRAS.486.2290O
CoRoT-05,-561,2454400.1999,0.0018,BJD_TDB,1,2019MNRAS.483..824R
CoRoT-05,-560,2454404.236,0.0015,BJD_TDB,1,2019MNRAS.483..824R
CoRoT-05,-559,2454408.2756,0.0013,BJD_TDB,1,2019MNRAS.483..824R
CoRoT-05,-558,2454412.3138,0.0015,BJD_TDB,1,2019MNRAS.483..824R
CoRoT-05,-557,2454416.3486,0.002,BJD_TDB,1,2019MNRAS.483..824R
CoRoT-05,-556,2454420.3881,0.0014,BJD_TDB,1,2019MNRAS.483..824R
CoRoT-05,-555,2454424.425,0.0016,BJD_TDB,1,2019MNRAS.483..824R
CoRoT-05,-554,2454428.4639,0.0009,BJD_TDB,1,2019MNRAS.483..824R
CoRoT-05,-553,2454432.5027,0.0012,BJD_TDB,1,2019MNRAS.483..824R
CoRoT-05,-552,2454436.5409,0.0013,BJD_TDB,1,2019MNRAS.483..824R
CoRoT-05,-551,2454440.5783,0.001,BJD_TDB,1,2019MNRAS.483..824R
CoRoT-05,-550,2454444.6162,0.001,BJD_TDB,1,2019MNRAS.483..824R
CoRoT-05,-549,2454448.6538,0.0013,BJD_TDB,1,2019MNRAS.483..824R
CoRoT-05,-548,2454452.6925,0.001,BJD_TDB,1,2019MNRAS.483..824R
CoRoT-05,-547,2454456.7289,0.001,BJD_TDB,1,2019MNRAS.483..824R
CoRoT-05,-546,2454460.768,0.0011,BJD_TDB,1,2019MNRAS.483..824R
CoRoT-05,-545,2454464.8056,0.0011,BJD_TDB,1,2019MNRAS.483..824R
CoRoT-05,-544,2454468.8431,0.0012,BJD_TDB,1,2019MNRAS.483..824R
CoRoT-05,-543,2454472.881,0.0013,BJD_TDB,1,2019MNRAS.483..824R
CoRoT-05,-542,2454476.9187,0.001,BJD_TDB,1,2019MNRAS.483..824R
CoRoT-05,-541,2454480.957,0.0012,BJD_TDB,1,2019MNRAS.483..824R
CoRoT-05,-539,2454489.0327,0.0011,BJD_TDB,1,2019MNRAS.483..824R
CoRoT-05,-538,2454493.0712,0.001,BJD_TDB,1,2019MNRAS.483..824R
CoRoT-05,-537,2454497.1089,0.0029,BJD_TDB,1,2019MNRAS.483..824R
CoRoT-05,-536,2454501.1465,0.0012,BJD_TDB,1,2019MNRAS.483..824R
CoRoT-05,-535,2454505.1854,0.0012,BJD_TDB,1,2019MNRAS.483..824R
CoRoT-05,-534,2454509.2233,0.0011,BJD_TDB,1,2019MNRAS.483..824R
CoRoT-05,-533,2454513.2618,0.0011,BJD_TDB,1,2019MNRAS.483..824R
CoRoT-05,-532,2454517.2987,0.0012,BJD_TDB,1,2019MNRAS.483..824R
CoRoT-05,-531,2454521.3361,0.0011,BJD_TDB,1,2019MNRAS.483..824R
CoRoT-05,-530,2454525.3752,0.0023,BJD_TDB,1,2019MNRAS.483..824R
CoRoT-05,0,2456665.4696,0.0007,BJD_TDB,1,2019MNRAS.483..824R
CoRoT-05,163,2457323.6502,0.0025,BJD_TDB,1,2019MNRAS.483..824R
CoRoT-05,267,2457743.5912,0.0052,BJD_TDB,1,2019MNRAS.483..824R
CoRoT-06,-292,2454595.6144,0.0002,BJD,>1,2010A&A...512A..14F
CoRoT-06,-203,2455386.52167,0.00085,BJD_TDB,1,2019EPSC...13..595E
CoRoT-06,-202,2455395.40632,0.00074,BJD_TDB,1,2019EPSC...13..595E
CoRoT-06,0,2457190.50697,0.00698,BJD_TDB,1,2019EPSC...13..595E
CoRoT-06,127,2458319.10958,0.00102,BJD_TDB,1,2019EPSC...13..595E
CoRoT-06,165,2458656.80291,0.00242,BJD_TDB,1,2019EPSC...13..595E
CoRoT-09,0,2454603.34543,0.0001,BJD_TDB,>1,10.1038/nature08856
CoRoT-09,8,2455365.52723,0.00037,BJD_TDB,>1,2017A&A...603A..43B
CoRoT-10,0,2454273.34433,0.0012,BJD_TDB,>1,2010A&A...520A..65B
CoRoT-11,0,2454690.49838,0.00016,BJD_TDB,>1,2012A&A...543L...5G
CoRoT-14,0,2454787.6694,0.0053,BJD,>1,2011A&A...528A..97T
EPIC_201498078,-56,2457906.83957,0.00049,BJD,>1,2019MNRAS.483.1970B
EPIC_201498078,-1,2458546.68166,0.0012497,BJD_TDB,1,This work
EPIC_201498078,0,2458558.31685,0.0011446,BJD_TDB,1,This work
EPIC_201498078,60,2459256.32185,0.0014382,BJD_TDB,1,This work
EPIC_201498078,62,2459279.5925,0.0018998,BJD_TDB,1,This work
EPIC_211442297,-66,2457157.15701,0.00025,BJD,>1,10.3847/1538-3881/aa8bb9
EPIC_211442297,0,2458495.17351,0.00167,BJD_TDB,1,This work
EPIC_211442297,1,2458515.44735,0.0012407,BJD_TDB,1,This work
EPIC_211442297,37,2459245.276,0.0016794,BJD_TDB,1,This work
HAT-P-01,-90,2453979.93071,0.00069,BJD_TDB,1,2008ApJ...686..649J; 2007AJ....134.1707W
HAT-P-01,-89,2453984.39777,0.009,BJD_TDB,1,2008ApJ...686..649J; 2007ApJ...656..552B
HAT-P-01,-88,2453988.86274,0.00076,BJD_TDB,1,2008ApJ...686..649J; 2007AJ....134.1707W
HAT-P-01,-86,2453997.79277,0.00054,BJD_TDB,1,2008ApJ...686..649J; 2007AJ....134.1707W
HAT-P-01,-86,2453997.79425,0.00047,BJD_TDB,1,2008ApJ...686..649J; 2007AJ....134.1707W
HAT-P-01,-84,2454006.72403,0.00059,BJD_TDB,1,2008ApJ...686..649J; 2007AJ....134.1707W
HAT-P-01,-82,2454015.65415,0.00107,BJD_TDB,1,2008ApJ...686..649J; 2007AJ....134.1707W
HAT-P-01,-70,2454069.23872,0.0029,BJD_TDB,1,2008ApJ...686..649J; 2007AJ....134.1707W
HAT-P-01,-4,2454363.94677,0.00091,BJD_TDB,1,2008ApJ...686..649J
HAT-P-01,0,2454381.80925,0.00125,BJD_TDB,1,2008ApJ...686..649J
HAT-P-01,379,2456074.15737,0.00018,BJD_TDB,1,2014MNRAS.437...46N
HAT-P-01,380,2456078.62307,0.00018,BJD_TDB,1,2014MNRAS.437...46N
HAT-P-01,388,2456114.34537,0.0002,BJD_TDB,1,2014MNRAS.437...46N
HAT-P-01,397,2456154.53253,0.00015,BJD,1,2015ApJ...811...55M
HAT-P-01,405,2456190.25542,0.00018,BJD_TDB,1,2014MNRAS.437...46N
HAT-P-01,408,2456203.64984,0.00095,BJD_TDB,1,10.1093/mnras/stw574
HAT-P-01,412,2456221.51261,0.00019,BJD,1,2015ApJ...811...55M
HAT-P-02,-249,2454353.69184,0.0012,BJD_TDB,1,2013ApJ...766...95L
HAT-P-02,-243,2454387.49375,0.00074,BJD,>1,2010MNRAS.401.2665P
HAT-P-02,-83,2455288.85065,0.0006,BJD_TDB,1,2013ApJ...766...95L
HAT-P-02,0,2455756.42597,0.00067,BJD_TDB,1,2013ApJ...766...95L
HAT-P-02,568,2458956.23818,0.0004289,BJD_TDB,1,This work
HAT-P-02,569,2458961.87135,0.0003774,BJD_TDB,1,This work
HAT-P-02,570,2458967.5052,0.0004198,BJD_TDB,1,This work
HAT-P-02,571,2458973.13777,0.000346,BJD_TDB,1,This work
HAT-P-02,572,2458978.77137,0.000305,BJD_TDB,1,This work
HAT-P-02,573,2458984.40496,0.0004941,BJD_TDB,1,This work
HAT-P-02,574,2458990.03892,0.0003707,BJD_TDB,1,This work
HAT-P-02,576,2459001.30546,0.0003712,BJD_TDB,1,This work
HAT-P-02,577,2459006.93918,0.0003758,BJD_TDB,1,This work
HAT-P-03,-262,2454218.76015,0.0029,BJD_TDB,>1,2011AJ....141..179C; 2007ApJ…666L.121T
HAT-P-03,-153,2454534.83099,0.000391,BJD_TDB,1,2011AJ....141..179C
HAT-P-03,-143,2454563.82904,0.000358,BJD_TDB,1,2011AJ....141..179C
HAT-P-03,-133,2454592.82535,0.000707,BJD_TDB,1,2011AJ....141..179C
HAT-P-03,-42,2454856.70214,0.00024,BJD_TDB,1,2010MNRAS.401.1917G
HAT-P-03,-41,2454859.60101,0.00037,BJD_TDB,1,2010MNRAS.401.1917G
HAT-P-03,-25,2454905.99721,0.000385,BJD_TDB,1,2011AJ....141..179C
HAT-P-03,-20,2454920.49645,0.00055,BJD_TDB,1,2010MNRAS.401.1917G
HAT-P-03,-14,2454937.89464,0.000317,BJD_TDB,1,2011AJ....141..179C
HAT-P-03,-11,2454946.59338,0.00065,BJD_TDB,1,2010MNRAS.401.1917G
HAT-P-03,-10,2454949.49412,0.0004,BJD_TDB,1,2010MNRAS.401.1917G
HAT-P-03,-1,2454975.59115,0.00034,BJD_TDB,1,2010MNRAS.401.1917G
HAT-P-03,0,2454978.49071,0.00051,BJD_TDB,1,2010MNRAS.401.1917G
HAT-P-03,1297,2458739.45083,0.000471,BJD_TDB,1,This work
HAT-P-03,1298,2458742.35019,0.0006264,BJD_TDB,1,This work
HAT-P-03,1299,2458745.25126,0.000419,BJD_TDB,1,This work
HAT-P-03,1302,2458753.9493,0.0004223,BJD_TDB,1,This work
HAT-P-03,1303,2458756.84902,0.0004142,BJD_TDB,1,This work
HAT-P-03,1304,2458759.74919,0.000412,BJD_TDB,1,This work
HAT-P-03,1353,2458901.83597,0.0003567,BJD_TDB,1,This work
HAT-P-03,1354,2458904.7369,0.0004326,BJD_TDB,1,This work
HAT-P-03,1355,2458907.63617,0.0004074,BJD_TDB,1,This work
HAT-P-03,1356,2458910.53557,0.0008391,BJD_TDB,1,This work
HAT-P-03,1358,2458916.33489,0.0004235,BJD_TDB,1,This work
HAT-P-03,1359,2458919.23426,0.00039,BJD_TDB,1,This work
HAT-P-03,1360,2458922.13507,0.0003958,BJD_TDB,1,This work
HAT-P-03,1361,2458925.03414,0.000453,BJD_TDB,1,This work
HAT-P-04,-260,2454490.33445,0.00072,BJD,1,2011ApJ...726...94C
HAT-P-04,-259,2454493.39232,0.00061,BJD,1,2011ApJ...726...94C
HAT-P-04,-258,2454496.44984,0.00056,BJD,1,2011ApJ...726...94C
HAT-P-04,-257,2454499.50426,0.0007,BJD,1,2011ApJ...726...94C
HAT-P-04,-256,2454502.56156,0.00056,BJD,1,2011ApJ...726...94C
HAT-P-04,-255,2454505.62006,0.00082,BJD,1,2011ApJ...726...94C
HAT-P-04,-254,2454508.67569,0.00056,BJD,1,2011ApJ...726...94C
HAT-P-04,-208,2454649.27624,0.00064,BJD,1,2011ApJ...726...94C
HAT-P-04,-207,2454652.33053,0.00065,BJD,1,2011ApJ...726...94C
HAT-P-04,-206,2454655.38842,0.00065,BJD,1,2011ApJ...726...94C
HAT-P-04,0,2455285.03293,0.00073,BJD_TDB,>1,10.1088/0004-6256/141/2/63
HAT-P-04,1203,2458962.02952,0.0006636,BJD_TDB,1,This work
HAT-P-04,1204,2458965.08713,0.0008109,BJD_TDB,1,This work
HAT-P-04,1207,2458974.25579,0.0007765,BJD_TDB,1,This work
HAT-P-04,1208,2458977.31386,0.0007289,BJD_TDB,1,This work
