System,Orbit number,T_mid,Uncertainty (days),Time System,#,Reference
HAT-P-25,0,2457405.06961,0.00125,BJD_TDB,1,2019A&A...622A..81M; 2018PASP..130f4401W
HAT-P-25,2,2457412.37504,0.00105,BJD_TDB,1,2019A&A...622A..81M
HAT-P-25,3,2457416.02949,0.00178,BJD_TDB,1,2019A&A...622A..81M; 2018PASP..130f4401W
HAT-P-25,71,2457664.41978,0.00068,BJD_TDB,1,2019A&A...622A..81M
HAT-P-25,80,2457697.29563,0.00065,BJD_TDB,1,2019A&A...622A..81M; 2018PASP..130f4401W
HAT-P-25,189,2458095.45305,0.00064,BJD_TDB,1,2019A&A...622A..81M
HAT-P-25,192,2458106.40933,0.00062,BJD_TDB,1,2019A&A...622A..81M
HAT-P-25,380,2458793.14025,0.0012676,BJD_TDB,1,This work
HAT-P-25,381,2458796.79286,0.0006739,BJD_TDB,1,This work
HAT-P-25,382,2458800.4444,0.0010217,BJD_TDB,1,This work
HAT-P-25,383,2458804.09744,0.0005117,BJD_TDB,1,This work
HAT-P-25,384,2458807.75212,0.0009809,BJD_TDB,1,This work
HAT-P-25,385,2458811.40273,0.001331,BJD_TDB,1,This work
HAT-P-25,560,2459450.64681,0.0009068,BJD_TDB,1,This work
HAT-P-25,561,2459454.30055,0.0008281,BJD_TDB,1,This work
HAT-P-25,563,2459461.60421,0.000757,BJD_TDB,1,This work
HAT-P-25,564,2459465.25746,0.0007634,BJD_TDB,1,This work
HAT-P-25,565,2459468.91168,0.0008436,BJD_TDB,1,This work
HAT-P-25,567,2459476.21637,0.0008571,BJD_TDB,1,This work
HAT-P-25,568,2459479.86832,0.000873,BJD_TDB,1,This work
HAT-P-25,569,2459483.52088,0.0008267,BJD_TDB,1,This work
HAT-P-25,571,2459490.82657,0.0008354,BJD_TDB,1,This work
HAT-P-25,572,2459494.48043,0.0007874,BJD_TDB,1,This work
HAT-P-25,573,2459498.13297,0.0009734,BJD_TDB,1,This work
HAT-P-26,-398,2454860.02786,0.00147,BJD_TDB,>1,2019A&A...628A.116V; 2011ApJ...728..138H
HAT-P-26,-293,2455304.65218,2.5E-05,BJD_TDB,>1,2019A&A...628A.116V; 2016ApJ...817..141S
HAT-P-26,-284,2455342.76262,0.00041,BJD_TDB,>1,2019A&A...628A.116V; 2011ApJ...728..138H
HAT-P-26,-33,2456405.6237,0.0009,BJD_TDB,1,2019A&A...628A.116V; 2016ApJ...817..141S
HAT-P-26,0,2456545.3622,0.0003,BJD_TDB,1,2019A&A...628A.116V; 2016ApJ...817..141S
HAT-P-26,134,2457112.78503,0.00058,BJD_TDB,1,2019A&A...628A.116V
HAT-P-26,137,2457125.4893,0.00063,BJD_TDB,1,2019A&A...628A.116V
HAT-P-26,138,2457129.72248,0.00017,BJD_TDB,1,2019A&A...628A.116V; 2016ApJ...817..141S
HAT-P-26,138,2457129.72283,0.00063,BJD_TDB,1,2019A&A...628A.116V
HAT-P-26,146,2457163.59738,0.0004,BJD_TDB,1,2019A&A...628A.116V
HAT-P-26,150,2457180.5367,0.00057,BJD_TDB,1,2019A&A...628A.116V
HAT-P-26,154,2457197.47376,0.00046,BJD_TDB,1,2019A&A...628A.116V
HAT-P-26,205,2457413.43284,0.000172,BJD_TDB,1,2019A&A...628A.116V; 2017Sci...356..628W
HAT-P-26,216,2457460.01327,1.6E-05,BJD_TDB,1,2019A&A...628A.116V; 2017Sci...356..628W
HAT-P-26,228,2457510.8271,1.6E-05,BJD_TDB,1,2019A&A...628A.116V; 2017Sci...356..628W
HAT-P-26,231,2457523.53041,0.00072,BJD_TDB,1,2019A&A...628A.116V
HAT-P-26,253,2457616.6901,1.1E-05,BJD_TDB,1,2019A&A...628A.116V; 2017Sci...356..628W
HAT-P-26,317,2457887.69984,0.00089,BJD_TDB,1,2019A&A...628A.116V
HAT-P-26,321,2457904.63796,0.00066,BJD_TDB,1,2019A&A...628A.116V
HAT-P-26,325,2457921.57698,0.00078,BJD_TDB,1,2019A&A...628A.116V
HAT-P-26,397,2458226.45772,0.00093,BJD_TDB,1,2019A&A...628A.116V
HAT-P-27,-274,2455186.01956,0.00054,BJD_TDB,>1,2011ApJ...734..109B
HAT-P-27,-216,2455362.31567,0.00023,BJD_TDB,>1,2011PASP..123..555A
HAT-P-27,-119,2455657.15333,0.00107,BJD_TDB,1,2015MNRAS.451.4060S
HAT-P-27,-118,2455660.19481,0.00116,BJD_TDB,1,2015MNRAS.451.4060S
HAT-P-27,-109,2455687.55122,0.00051,BJD_TDB,1,2015MNRAS.451.4060S
HAT-P-27,0,2456018.86457,0.00232,BJD_TDB,1,2015MNRAS.451.4060S
HAT-P-27,8,2456043.18095,0.00135,BJD_TDB,1,2015MNRAS.451.4060S
HAT-P-27,141,2456447.44268,0.00166,BJD_TDB,1,2015MNRAS.451.4060S
HAT-P-27,141,2456447.44571,0.0003,BJD_TDB,1,2015MNRAS.451.4060S
HAT-P-27,266,2456827.39545,0.0022,BJD_TDB,1,2015MNRAS.451.4060S
HAT-P-28,0,2457713.934,0.0005,BJD_TDB,>1,2021ExA...tmp..101K
HAT-P-29,-312,2455197.5754,0.00181,BJD_TDB,>1,2018AJ....156..181W; 2011ApJ...733..116B
HAT-P-29,-248,2455563.87156,0.0006469,BJD_TDB,1,2018AJ....156..181W
HAT-P-29,-244,2455586.76257,0.0006145,BJD_TDB,1,2018AJ....156..181W
HAT-P-29,-200,2455838.59183,0.00325,BJD_TDB,1,2019A&A...622A..81M
HAT-P-29,-138,2456193.4303,0.00402,BJD_TDB,1,2019A&A...622A..81M
HAT-P-29,-65,2456611.2506,0.0013936,BJD_TDB,1,2018AJ....156..181W
HAT-P-29,-61,2456634.1356,0.0029343,BJD_TDB,1,2018AJ....156..181W
HAT-P-29,-57,2456657.0363,0.0010941,BJD_TDB,1,2018AJ....156..181W
HAT-P-29,-51,2456691.36248,0.00266,BJD_TDB,1,2019A&A...622A..81M
HAT-P-29,-50,2456697.1006,0.0016579,BJD_TDB,1,2018AJ....156..181W
HAT-P-29,0,2456983.267,0.0042704,BJD_TDB,1,2018AJ....156..181W
HAT-P-29,8,2457029.05882,0.0006815,BJD_TDB,1,2018AJ....156..181W
HAT-P-29,191,2458076.42237,0.00244,BJD_TDB,1,2019A&A...622A..81M
HAT-P-29,198,2458116.48552,0.00126,BJD_TDB,1,2019A&A...622A..81M
HAT-P-29,316,2458791.85376,0.001342,BJD_TDB,1,This work
HAT-P-29,317,2458797.57927,0.0013082,BJD_TDB,1,This work
HAT-P-29,319,2458809.02363,0.001085,BJD_TDB,1,This work
HAT-P-30,-760,2455290.64029,0.00111,BJD_TDB,1,2016AcA….66…55M; 2011ApJ...735...24J
HAT-P-30,-677,2455523.92055,0.00083,BJD_TDB,1,2016AcA….66…55M; 2011ApJ...735...24J
HAT-P-30,-659,2455574.51188,0.00054,BJD_TDB,1,2016AcA….66…55M; 2011AJ....142...86E
HAT-P-30,-527,2455945.51205,0.00054,BJD_TDB,1,2016AcA....66...55M
HAT-P-30,0,2457426.69346,0.0003,BJD_TDB,1,2020arXiv201107169S
HAT-P-30,379,2458491.91564,0.0003942,BJD_TDB,1,This work
HAT-P-30,380,2458494.72584,0.0004372,BJD_TDB,1,This work
HAT-P-30,381,2458497.53623,0.0004513,BJD_TDB,1,This work
HAT-P-30,382,2458500.34806,0.000431,BJD_TDB,1,This work
HAT-P-30,384,2458505.9684,0.0004699,BJD_TDB,1,This work
HAT-P-30,385,2458508.77968,0.0004624,BJD_TDB,1,This work
HAT-P-30,386,2458511.59005,0.0004273,BJD_TDB,1,This work
HAT-P-30,387,2458514.39963,0.0003929,BJD_TDB,1,This work
HAT-P-30,642,2459231.10397,0.0004405,BJD_TDB,1,This work
HAT-P-30,643,2459233.91454,0.0005174,BJD_TDB,1,This work
HAT-P-30,644,2459236.72427,0.0004381,BJD_TDB,1,This work
HAT-P-30,645,2459239.53585,0.0004113,BJD_TDB,1,This work
HAT-P-30,647,2459245.15672,0.0004171,BJD_TDB,1,This work
HAT-P-30,648,2459247.96728,0.0004882,BJD_TDB,1,This work
HAT-P-30,649,2459250.77767,0.0004015,BJD_TDB,1,This work
HAT-P-30,650,2459253.58744,0.0005172,BJD_TDB,1,This work
HAT-P-31,-789,2454320.8866,0.0051,BJD_TDB,>1,2019A&A…622A..81M; 2011AJ....142...95K
HAT-P-31,0,2458270.05094,0.00564,BJD_TDB,1,2019A&A...622A..81M
HAT-P-31,10,2458320.09673,0.0055,BJD_TDB,1,2019A&A...622A..81M
HAT-P-31,10,2458320.09907,0.00131,BJD_TDB,1,2019A&A...622A..81M
HAT-P-31,12,2458330.10726,0.0034,BJD_TDB,1,2019A&A...622A..81M
HAT-P-31,13,2458335.11829,0.00213,BJD_TDB,1,2019A&A...622A..81M
HAT-P-31,148,2459010.82741,0.0012225,BJD_TDB,1,This work
HAT-P-31,149,2459015.83412,0.0015852,BJD_TDB,1,This work
HAT-P-31,150,2459020.83776,0.0013169,BJD_TDB,1,This work
HAT-P-31,151,2459025.84135,0.0014123,BJD_TDB,1,This work
HAT-P-31,152,2459030.85055,0.0012602,BJD_TDB,1,This work
HAT-P-31,224,2459391.2267,0.0011794,BJD_TDB,1,This work
HAT-P-31,225,2459396.23271,0.0014461,BJD_TDB,1,This work
HAT-P-31,226,2459401.24075,0.0012115,BJD_TDB,1,This work
HAT-P-31,227,2459406.24083,0.0013086,BJD_TDB,1,This work
HAT-P-31,228,2459411.24686,0.0013836,BJD_TDB,1,This work
HAT-P-31,229,2459416.25424,0.0010745,BJD_TDB,1,This work
HAT-P-32,-1027,2454420.44714,9E-05,BJD_TDB,>1,2011ApJ...742...59H
HAT-P-32,-367,2455839.45347,0.00101,BJD_TDB,1,2014MNRAS.441..304S
HAT-P-32,-365,2455843.75341,0.00019,BJD_TDB,1,2014MNRAS.441..304S
HAT-P-32,-364,2455845.90287,0.00024,BJD_TDB,1,2014MNRAS.441..304S
HAT-P-32,-364,2455845.90314,0.0004,BJD_TDB,1,2014MNRAS.441..304S
HAT-P-32,-354,2455867.40301,0.00073,BJD_TDB,1,2014MNRAS.441..304S
HAT-P-32,-348,2455880.30267,0.00033,BJD_TDB,1,2014MNRAS.441..304S
HAT-P-32,-341,2455895.35249,0.0008,BJD_TDB,1,2014MNRAS.441..304S
HAT-P-32,-341,2455895.35297,0.00016,BJD_TDB,1,2014MNRAS.441..304S
HAT-P-32,-340,2455897.50328,0.00033,BJD_TDB,1,2014MNRAS.441..304S
HAT-P-32,-334,2455910.40274,0.00043,BJD_TDB,1,2014MNRAS.441..304S
HAT-P-32,-328,2455923.30295,0.00031,BJD_TDB,1,2014MNRAS.441..304S
HAT-P-32,-319,2455942.65179,0.00113,BJD_TDB,1,2014MNRAS.441..304S
HAT-P-32,-319,2455942.65287,0.00064,BJD_TDB,1,2014MNRAS.441..304S
HAT-P-32,-220,2456155.50385,0.00026,BJD_TDB,1,2014MNRAS.441..304S
HAT-P-32,-219,2456157.6547,0.00072,BJD_TDB,1,2014MNRAS.441..304S
HAT-P-32,-210,2456177.00392,0.00025,BJD_TDB,1,2014MNRAS.441..304S; 2013MNRAS.436.2974G
HAT-P-32,-207,2456183.45361,0.00049,BJD_TDB,1,2014MNRAS.441..304S
HAT-P-32,-207,2456183.45364,0.00085,BJD_TDB,1,2014MNRAS.441..304S
HAT-P-32,-206,2456185.60375,0.00033,BJD_TDB,1,2014MNRAS.441..304S
HAT-P-32,-194,2456211.40267,0.00214,BJD_TDB,1,2014MNRAS.441..304S
HAT-P-32,-194,2456211.40361,0.00056,BJD_TDB,1,2014MNRAS.441..304S
HAT-P-32,-190,2456220.0044,0.00019,BJD_TDB,1,2014MNRAS.441..304S; 2013MNRAS.436.2974G
HAT-P-32,-187,2456226.45618,0.00102,BJD_TDB,1,2014MNRAS.441..304S
HAT-P-32,-174,2456254.40404,0.00022,BJD_TDB,1,2014MNRAS.441..304S
HAT-P-32,-160,2456284.5046,0.001,BJD_TDB,1,2014MNRAS.441..304S
HAT-P-32,-40,2456542.50522,0.00052,BJD_TDB,1,2014MNRAS.441..304S
HAT-P-32,-40,2456542.5053,0.00018,BJD_TDB,1,2014MNRAS.441..304S
HAT-P-32,-40,2456542.50538,0.00032,BJD_TDB,1,2014MNRAS.441..304S
HAT-P-32,-26,2456572.60532,0.00018,BJD_TDB,1,2014MNRAS.441..304S
HAT-P-32,-14,2456598.40539,0.00017,BJD_TDB,1,2014MNRAS.441..304S
HAT-P-32,-13,2456600.55546,0.00017,BJD_TDB,1,2014MNRAS.441..304S
HAT-P-32,0,2456628.50585,0.00031,BJD_TDB,1,2014MNRAS.441..304S
HAT-P-32,13,2456656.45533,0.00045,BJD_TDB,1,2014MNRAS.441..304S
HAT-P-32,688,2458107.713,0.0007083,BJD_TDB,1,2020AAS...23533707Z
HAT-P-32,982,2458739.8143,0.0038194,BJD_TDB,1,2020AAS...23533707Z
HAT-P-32,1007,2458793.56293,0.0013737,BJD_TDB,1,This work
HAT-P-32,1009,2458797.86328,0.0003602,BJD_TDB,1,This work
HAT-P-32,1010,2458800.01537,0.0004962,BJD_TDB,1,This work
HAT-P-32,1013,2458806.46351,0.0002527,BJD_TDB,1,This work
HAT-P-32,1014,2458808.61366,0.0004173,BJD_TDB,1,This work
HAT-P-32,1015,2458810.76323,0.0002998,BJD_TDB,1,This work
HAT-P-32,1016,2458812.91278,0.0004496,BJD_TDB,1,This work
HAT-P-33,-730,2454099.8531,0.00048,BJD_TDB,1,2017MNRAS.472.3871T
HAT-P-33,-635,2454429.93117,0.00055,BJD_TDB,1,2017MNRAS.472.3871T; 2017AJ….154...49W
HAT-P-33,-600,2454551.53949,0.00058,BJD_TDB,1,2017MNRAS.472.3871T; 2017AJ….154...49W
HAT-P-33,-530,2454794.7518,0.00037,BJD_TDB,1,2017MNRAS.472.3871T; 2017AJ….154...49W
HAT-P-33,-528,2454801.69988,0.00074,BJD_TDB,1,2017MNRAS.472.3871T; 2017AJ….154...49W
HAT-P-33,-439,2455110.92672,0.00022,BJD_TDB,>1,2017MNRAS.472.3871T; 2011ApJ…742...59H
HAT-P-33,-296,2455607.77606,0.0006,BJD_TDB,1,2017MNRAS.472.3871T; 2017AJ….154...49W
HAT-P-33,-294,2455614.72513,0.00036,BJD_TDB,1,2017MNRAS.472.3871T; 2017AJ….154...49W
HAT-P-33,0,2456636.22181,0.00072,BJD_TDB,1,2017MNRAS.472.3871T; 2017AJ….154...49W
HAT-P-33,23,2456716.13465,0.00069,BJD_TDB,1,2017MNRAS.472.3871T; 2017AJ….154...49W
HAT-P-33,23,2456716.13498,0.00065,BJD_TDB,1,2017MNRAS.472.3871T; 2017AJ….154...49W
HAT-P-33,25,2456723.08352,0.00046,BJD_TDB,1,2017MNRAS.472.3871T; 2017AJ….154...49W
HAT-P-33,25,2456723.08417,0.00058,BJD_TDB,1,2017MNRAS.472.3871T; 2017AJ….154...49W
HAT-P-33,116,2457039.26162,0.00046,BJD_TDB,1,2017MNRAS.472.3871T; 2017AJ….154...49W
HAT-P-33,118,2457046.20981,0.00046,BJD_TDB,1,2017MNRAS.472.3871T; 2017AJ….154...49W
HAT-P-33,120,2457053.15793,0.00047,BJD_TDB,1,2017MNRAS.472.3871T; 2017AJ….154...49W
HAT-P-33,124,2457067.05749,0.00043,BJD_TDB,1,2017MNRAS.472.3871T; 2017AJ….154...49W
HAT-P-33,219,2457397.13183,0.00066,BJD_TDB,1,2017MNRAS.472.3871T; 2017AJ….154...49W
HAT-P-33,636,2458845.98907,0.0005673,BJD_TDB,1,This work
HAT-P-33,637,2458849.46474,0.0005247,BJD_TDB,1,This work
HAT-P-33,638,2458852.93906,0.0005959,BJD_TDB,1,This work
HAT-P-33,640,2458859.88817,0.0006302,BJD_TDB,1,This work
HAT-P-33,641,2458863.3616,0.0005397,BJD_TDB,1,This work
HAT-P-33,642,2458866.83635,0.0020779,BJD_TDB,1,This work
HAT-P-34,-457,2455431.59706,0.00055,BJD_TDB,>1,2019A&A…622A..81M; 2012AJ....144...19B
HAT-P-34,-324,2456156.78867,0.00313,BJD_TDB,1,2019A&A...622A..81M
HAT-P-34,-265,2456478.49205,0.00136,BJD_TDB,1,2019A&A...622A..81M
HAT-P-34,0,2457923.44147,0.00381,BJD_TDB,1,2019A&A...622A..81M
HAT-P-34,11,2457983.42395,0.00406,BJD_TDB,1,2019A&A...622A..81M
HAT-P-34,62,2458261.50682,0.00183,BJD_TDB,1,2019A&A...622A..81M
HAT-P-34,71,2458310.60566,0.0014,BJD_TDB,1,2019A&A...622A..81M
HAT-P-34,140,2458686.82634,0.0005275,BJD_TDB,1,This work
HAT-P-34,142,2458697.73179,0.0004838,BJD_TDB,1,This work
HAT-P-34,143,2458703.18473,0.0005031,BJD_TDB,1,This work
HAT-P-34,144,2458708.63717,0.0005793,BJD_TDB,1,This work
HAT-P-34,275,2459422.93338,0.0005291,BJD_TDB,1,This work
HAT-P-34,276,2459428.38565,0.0004956,BJD_TDB,1,This work
HAT-P-34,278,2459439.29147,0.0005351,BJD_TDB,1,This work
HAT-P-34,279,2459444.74498,0.0004941,BJD_TDB,1,This work
HAT-P-35,-513,2455578.66081,0.0005,BJD_TDB,>1,2019A&A…622A..81M; 2012AJ….144...19B
HAT-P-35,0,2457449.39606,0.00207,BJD_TDB,1,2019A&A...622A..81M
HAT-P-35,198,2458171.43644,0.00127,BJD_TDB,1,2019A&A...622A..81M
HAT-P-35,209,2458211.5462,0.00118,BJD_TDB,1,2019A&A...622A..81M
HAT-P-35,286,2458492.34234,0.0013534,BJD_TDB,1,This work
HAT-P-35,287,2458495.98942,0.0009795,BJD_TDB,1,This work
HAT-P-35,288,2458499.63056,0.0011939,BJD_TDB,1,This work
HAT-P-35,290,2458506.92811,0.0014698,BJD_TDB,1,This work
HAT-P-35,291,2458510.57578,0.0014261,BJD_TDB,1,This work
HAT-P-35,292,2458514.22279,0.0011022,BJD_TDB,1,This work
HAT-P-35,489,2459232.61528,0.0014703,BJD_TDB,1,This work
HAT-P-35,490,2459236.26089,0.0013902,BJD_TDB,1,This work
HAT-P-35,491,2459239.90791,0.0018005,BJD_TDB,1,This work
HAT-P-35,492,2459243.55084,0.0014806,BJD_TDB,1,This work
HAT-P-35,493,2459247.20006,0.0015175,BJD_TDB,1,This work
HAT-P-35,494,2459250.84554,0.0012974,BJD_TDB,1,This work
HAT-P-36,-1192,2455555.8906,0.00043,BJD_TDB,1,2015A&A…579A.136M; 2012AJ….144...19B
HAT-P-36,-1161,2455597.04088,0.0077,BJD_TDB,1,2015A&A…579A.136M; 2012AJ….144...19B
HAT-P-36,-1158,2455601.01882,0.00074,BJD_TDB,1,2015A&A…579A.136M; 2012AJ….144...19B
HAT-P-36,-1152,2455608.9839,0.0003,BJD_TDB,1,2015A&A…579A.136M; 2012AJ….144...19B
HAT-P-36,-852,2456007.18909,0.0007051,BJD_TDB,1,2019AJ....157...82W
HAT-P-36,-846,2456015.1511,0.0003432,BJD_TDB,1,2019AJ....157...82W
HAT-P-36,-589,2456356.28178,0.0010435,BJD_TDB,1,2019AJ....157...82W
HAT-P-36,-582,2456365.568,0.00234,BJD_TDB,1,2015A&A...579A.136M
HAT-P-36,-577,2456372.20849,0.000785,BJD_TDB,1,2019AJ....157...82W
HAT-P-36,-558,2456397.4217,0.00202,BJD_TDB,1,2015A&A...579A.136M
HAT-P-36,-558,2456397.42894,0.00031,BJD_TDB,1,2015A&A...579A.136M
HAT-P-36,-314,2456721.30085,0.0008406,BJD_TDB,1,2019AJ....157...82W
HAT-P-36,-311,2456725.281,0.0006757,BJD_TDB,1,2019AJ....157...82W
HAT-P-36,-308,2456729.26439,0.000951,BJD_TDB,1,2019AJ....157...82W
HAT-P-36,-293,2456749.1758,0.0010799,BJD_TDB,1,2019AJ....157...82W
HAT-P-36,-290,2456753.15819,0.0008457,BJD_TDB,1,2019AJ....157...82W
HAT-P-36,-283,2456762.44834,0.00018,BJD_TDB,1,2015A&A...579A.136M
HAT-P-36,-280,2456766.43055,0.00028,BJD_TDB,1,2015A&A...579A.136M
HAT-P-36,-266,2456785.01425,0.0012753,BJD_TDB,1,2019AJ....157...82W
HAT-P-36,-60,2457058.44614,0.001489,BJD_TDB,1,2019AJ....157...82W
HAT-P-36,-54,2457066.41202,0.0007763,BJD_TDB,1,2019AJ....157...82W
HAT-P-36,-51,2457070.3928,0.0008582,BJD_TDB,1,2019AJ....157...82W
HAT-P-36,0,2457138.08645,0.0007334,BJD_TDB,1,2019AJ....157...82W
HAT-P-36,196,2457398.2483,0.0004347,BJD_TDB,1,2019AJ....157...82W
HAT-P-36,199,2457402.22948,0.0004118,BJD_TDB,1,2019AJ....157...82W
HAT-P-36,202,2457406.21179,0.0009221,BJD_TDB,1,2019AJ....157...82W
HAT-P-36,223,2457434.0858,0.0013188,BJD_TDB,1,2019AJ....157...82W
HAT-P-36,224,2457435.4134,0.0014929,BJD_TDB,1,2019AJ....157...82W
HAT-P-36,227,2457439.39401,0.0009784,BJD_TDB,1,2019AJ....157...82W
HAT-P-36,233,2457447.35849,0.0005284,BJD_TDB,1,2019AJ....157...82W
HAT-P-36,242,2457459.30494,0.0009833,BJD_TDB,1,2019AJ....157...82W
HAT-P-36,266,2457491.16331,0.0007152,BJD_TDB,1,2019AJ....157...82W
HAT-P-36,284,2457515.05405,0.0010213,BJD_TDB,1,2019AJ....157...82W
HAT-P-36,321,2457564.16608,0.0021957,BJD_TDB,1,2019AJ....157...82W
HAT-P-36,547,2457864.14544,0.0016288,BJD_TDB,1,2019AJ....157...82W
HAT-P-36,1328,2458900.80362,0.0004213,BJD_TDB,1,This work
HAT-P-36,1329,2458902.13133,0.0006586,BJD_TDB,1,This work
HAT-P-36,1330,2458903.45945,0.0004839,BJD_TDB,1,This work
HAT-P-36,1331,2458904.78586,0.0004303,BJD_TDB,1,This work
HAT-P-36,1332,2458906.11456,0.0003804,BJD_TDB,1,This work
HAT-P-36,1333,2458907.4412,0.0005049,BJD_TDB,1,This work
HAT-P-36,1334,2458908.76854,0.0004442,BJD_TDB,1,This work
HAT-P-36,1335,2458910.09539,0.0004529,BJD_TDB,1,This work
HAT-P-36,1336,2458911.42205,0.0004636,BJD_TDB,1,This work
HAT-P-36,1340,2458916.73192,0.0004883,BJD_TDB,1,This work
HAT-P-36,1341,2458918.06,0.0004759,BJD_TDB,1,This work
HAT-P-36,1342,2458919.38799,0.0005674,BJD_TDB,1,This work
HAT-P-36,1343,2458920.7137,0.0005114,BJD_TDB,1,This work
HAT-P-36,1344,2458922.04167,0.0004753,BJD_TDB,1,This work
HAT-P-36,1345,2458923.36906,0.0004574,BJD_TDB,1,This work
HAT-P-36,1346,2458924.69656,0.0004381,BJD_TDB,1,This work
HAT-P-36,1347,2458926.02406,0.0004882,BJD_TDB,1,This work
HAT-P-37,-339,2455616.96715,0.00087,BJD_TDB,1,2016AcA….66…55M; 2012AJ....144...19B
HAT-P-37,-329,2455644.94118,0.00038,BJD_TDB,1,2016AcA….66…55M; 2012AJ....144...19B
HAT-P-37,-324,2455658.92864,0.00054,BJD_TDB,1,2016AcA….66…55M; 2012AJ....144...19B
HAT-P-37,-154,2456134.49387,0.0008,BJD_TDB,1,2016AcA....66...55M
HAT-P-37,-129,2456204.43087,0.00078,BJD_TDB,1,2016AcA....66...55M
HAT-P-37,0,2456565.30156,0.00075,BJD_TDB,1,2016AcA....66...55M
HAT-P-37,229,2457205.91325,0.00056,BJD_TDB,1,2017MNRAS.472.3871T
HAT-P-37,229,2457205.91376,0.00054,BJD_TDB,1,2017MNRAS.472.3871T
HAT-P-37,261,2457295.4317,0.0012,BJD_TDB,1,2016AcA....66...55M
HAT-P-38,-342,2455863.11957,0.00035,BJD_TDB,1,2019A&A…622A..81M; 2012PASJ...64...97S
HAT-P-38,-185,2456591.65204,0.00139,BJD_TDB,1,2019A&A...622A..81M
HAT-P-38,-176,2456633.41297,0.00106,BJD_TDB,1,2019A&A...622A..81M
HAT-P-38,0,2457450.11375,0.00045,BJD_TDB,1,2019A&A…622A..81M; 2018AJ....155...55B
HAT-P-38,38,2457626.44542,0.0001,BJD_TDB,1,2019A&A…622A..81M; 2018AJ....155...55B
HAT-P-38,52,2457691.40793,0.00103,BJD_TDB,1,2019A&A...622A..81M
HAT-P-38,124,2458025.51268,0.00149,BJD_TDB,1,2019A&A...622A..81M
HAT-P-38,290,2458795.80761,0.0012659,BJD_TDB,1,This work
HAT-P-38,291,2458800.44721,0.0012094,BJD_TDB,1,This work
HAT-P-38,292,2458805.0887,0.0013191,BJD_TDB,1,This work
HAT-P-38,293,2458809.72501,0.0013179,BJD_TDB,1,This work
HAT-P-39,0,2455208.75128,0.00041,BJD_TDB,>1,2012AJ....144..139H
HAT-P-40,-657,2455813.17659,0.00054,BJD_TDB,>1,2012AJ....144..139H
HAT-P-40,0,2458741.56798,0.001477,BJD_TDB,1,This work
HAT-P-40,1,2458746.02524,0.0012923,BJD_TDB,1,This work
HAT-P-40,3,2458754.94131,0.0013229,BJD_TDB,1,This work
HAT-P-40,4,2458759.39907,0.0015456,BJD_TDB,1,This work
HAT-P-41,0,2456600.29325,0.0005,BJD_TDB,>1,2020AJ....159..204W
HAT-P-42,-388,2455952.52683,0.00077,BJD_TDB,>1,2019A&A…622A..81M; 2013A&A…558A..86B
HAT-P-42,0,2457753.55133,0.00639,BJD_TDB,1,2019A&A...622A..81M
HAT-P-42,0,2457753.56116,0.00417,BJD_TDB,1,2019A&A...622A..81M
HAT-P-42,165,2458519.46286,0.0010788,BJD_TDB,1,This work
HAT-P-42,166,2458524.10559,0.0012326,BJD_TDB,1,This work
HAT-P-42,167,2458528.74626,0.0012655,BJD_TDB,1,This work
HAT-P-42,169,2458538.02963,0.001343,BJD_TDB,1,This work
HAT-P-42,318,2459229.66619,0.0010419,BJD_TDB,1,This work
HAT-P-42,319,2459234.3095,0.0010389,BJD_TDB,1,This work
HAT-P-42,320,2459238.95021,0.0013036,BJD_TDB,1,This work
HAT-P-42,321,2459243.59163,0.0012571,BJD_TDB,1,This work
HAT-P-42,322,2459248.23186,0.0015132,BJD_TDB,1,This work
HAT-P-42,323,2459252.87319,0.0013403,BJD_TDB,1,This work
HAT-P-43,-436,2455997.37182,0.00032,BJD_TDB,>1,2019A&A…622A..81M; 2013A&A…558A..86B
HAT-P-43,-218,2456723.89545,0.00162,BJD_TDB,1,2019A&A...622A..81M
HAT-P-43,-140,2456983.84571,0.00148,BJD_TDB,1,2019A&A...622A..81M
HAT-P-43,-123,2457040.49786,0.00287,BJD_TDB,1,2019A&A...622A..81M
HAT-P-43,0,2457450.41836,0.00345,BJD_TDB,1,2019A&A...622A..81M
HAT-P-43,199,2458113.62728,0.00255,BJD_TDB,1,2019A&A...622A..81M
HAT-P-43,199,2458113.62975,0.00236,BJD_TDB,1,2019A&A...622A..81M
HAT-P-43,313,2458493.54533,0.001444,BJD_TDB,1,This work
HAT-P-43,314,2458496.88155,0.0014062,BJD_TDB,1,This work
HAT-P-43,315,2458500.21392,0.0013469,BJD_TDB,1,This work
HAT-P-43,317,2458506.8825,0.0012606,BJD_TDB,1,This work
HAT-P-43,318,2458510.21405,0.001701,BJD_TDB,1,This work
HAT-P-43,319,2458513.54623,0.0012438,BJD_TDB,1,This work
HAT-P-43,534,2459230.07167,0.0014897,BJD_TDB,1,This work
HAT-P-43,535,2459233.4043,0.0014606,BJD_TDB,1,This work
HAT-P-43,536,2459236.73698,0.001234,BJD_TDB,1,This work
HAT-P-43,537,2459240.06893,0.0015578,BJD_TDB,1,This work
HAT-P-43,538,2459243.40291,0.0014802,BJD_TDB,1,This work
HAT-P-43,539,2459246.73523,0.0016488,BJD_TDB,1,This work
HAT-P-43,540,2459250.06886,0.0014005,BJD_TDB,1,This work
